timestamp,source,host,ip,event_type,status_code,bytes,message
2025-11-03T10:36:02.859201+00:00,firewall,vpn-1,192.168.2.23,firewall_block,503,190,Firewall blocked traffic from 192.168.2.23
2025-11-04T10:10:02.859201+00:00,db-server,vpn-1,10.0.4.17,login,500,772,User carol login success
2025-10-31T01:27:02.859201+00:00,firewall,srv-db-1,192.168.2.21,login,200,375,User bob login success
2025-11-05T20:23:02.859201+00:00,firewall,fw-main,192.168.3.14,login,401,693,User carol login failed
2025-11-04T13:04:02.859201+00:00,web-server,vpn-1,10.0.4.2,file_access,401,412,File /var/log/auth.log accessed by alice
2025-11-03T00:18:02.859201+00:00,auth-service,srv-app-2,10.0.1.23,login,403,629,User dan login success
2025-11-04T19:27:02.859201+00:00,auth-service,srv-app-1,192.168.2.21,login,403,683,User mallory login success
2025-11-02T01:35:02.859201+00:00,web-server,fw-main,192.168.1.8,login,200,266,User bob login success
2025-11-04T15:28:02.859201+00:00,auth-service,vpn-1,10.0.3.18,login,403,535,User peggy login success
2025-11-04T03:53:02.859201+00:00,auth-service,fw-main,10.0.2.6,sql_query,403,268,Query executed by mallory on customers
2025-11-01T21:59:02.859201+00:00,auth-service,fw-main,10.0.4.16,login,201,431,User dan login success
2025-11-05T10:44:02.859201+00:00,web-server,fw-main,10.0.3.4,login,401,276,User mallory login success
2025-10-31T16:40:02.859201+00:00,auth-service,srv-app-1,192.168.2.7,firewall_block,200,730,Firewall blocked traffic from 192.168.2.7
2025-10-30T09:37:02.859201+00:00,db-server,vpn-1,10.0.4.9,sql_query,503,448,Query executed by carol on logs
2025-11-03T10:43:02.859201+00:00,vpn-gateway,srv-app-2,10.0.1.14,login,500,384,User trent login success
2025-10-31T21:48:02.859201+00:00,auth-service,vpn-1,192.168.1.22,file_access,404,198,File /home/alice/docs/report.pdf accessed by mallory
2025-11-05T21:24:02.859201+00:00,web-server,vpn-1,10.0.3.20,sql_query,401,330,Query executed by trent on transactions
2025-11-03T16:31:02.859201+00:00,db-server,srv-db-1,192.168.1.7,firewall_block,403,358,Firewall blocked traffic from 192.168.1.7
2025-11-05T11:20:02.859201+00:00,auth-service,srv-db-1,10.0.3.13,firewall_block,500,636,Firewall blocked traffic from 10.0.3.13
2025-10-31T14:55:02.859201+00:00,auth-service,srv-app-2,192.168.1.12,file_access,503,538,File /home/alice/docs/report.pdf accessed by peggy
2025-11-02T08:00:02.859201+00:00,vpn-gateway,srv-app-1,192.168.1.6,login,401,497,User peggy login failed
2025-10-31T00:22:02.859201+00:00,db-server,srv-db-1,10.0.4.21,file_access,404,1003,File /home/alice/docs/report.pdf accessed by mallory
2025-10-30T03:29:02.859201+00:00,db-server,vpn-1,10.0.3.3,file_access,400,804,File /home/alice/docs/report.pdf accessed by peggy
2025-11-04T00:07:02.859201+00:00,firewall,vpn-1,10.0.4.2,sql_query,503,472,Query executed by carol on logs
2025-11-03T17:16:02.859201+00:00,vpn-gateway,fw-main,10.0.1.19,firewall_allow,201,257,Firewall allowed traffic from 10.0.1.19
2025-11-02T12:36:02.859201+00:00,db-server,vpn-1,192.168.3.22,firewall_block,500,263,Firewall blocked traffic from 192.168.3.22
2025-11-03T01:15:02.859201+00:00,vpn-gateway,fw-main,192.168.1.10,firewall_block,400,807,Firewall blocked traffic from 192.168.1.10
2025-10-30T19:56:02.859201+00:00,firewall,srv-app-1,10.0.2.1,login,201,947,User trent login success
2025-11-04T21:09:02.859201+00:00,auth-service,srv-app-1,10.0.3.20,firewall_block,400,348,Firewall blocked traffic from 10.0.3.20
2025-11-02T03:40:02.859201+00:00,web-server,srv-app-2,192.168.2.15,file_access,400,699,File /srv/app/config.yaml accessed by peggy
2025-11-05T01:41:02.859201+00:00,vpn-gateway,fw-main,10.0.2.11,recon,400,479,Reconnaissance pattern detected for 10.0.2.11
2025-11-05T08:05:02.859201+00:00,vpn-gateway,srv-db-1,10.0.4.17,file_access,503,497,File /srv/app/config.yaml accessed by eve
2025-11-03T01:57:02.859201+00:00,web-server,srv-db-1,10.0.1.3,file_access,200,445,File /var/log/auth.log accessed by mallory
2025-11-02T04:23:02.859201+00:00,auth-service,fw-main,192.168.2.3,file_access,403,166,File /home/alice/docs/report.pdf accessed by dan
2025-10-30T00:03:02.859201+00:00,web-server,fw-main,192.168.2.24,firewall_allow,500,354,Firewall allowed traffic from 192.168.2.24
2025-11-03T08:30:02.859201+00:00,web-server,srv-db-1,10.0.1.21,sql_query,500,526,Query executed by eve on logs
2025-11-04T23:20:02.859201+00:00,firewall,srv-app-2,10.0.1.18,sql_query,400,370,Query executed by peggy on transactions
2025-11-02T13:38:02.859201+00:00,auth-service,vpn-1,10.0.1.6,login,400,794,User peggy login success
2025-10-30T00:19:02.859201+00:00,web-server,srv-app-1,192.168.2.7,login,401,318,User mallory login success
2025-11-04T04:42:02.859201+00:00,auth-service,srv-db-1,10.0.1.21,firewall_block,400,175,Firewall blocked traffic from 10.0.1.21
2025-11-01T02:33:02.859201+00:00,db-server,fw-main,10.0.1.4,sql_query,201,125,Query executed by bob on transactions
2025-11-04T07:11:02.859201+00:00,db-server,srv-db-1,10.0.2.17,file_access,200,705,File /etc/passwd accessed by eve
2025-11-04T09:29:02.859201+00:00,web-server,srv-db-1,10.0.1.14,firewall_allow,401,376,Firewall allowed traffic from 10.0.1.14
2025-11-02T01:28:02.859201+00:00,firewall,srv-app-2,10.0.1.3,firewall_allow,200,528,Firewall allowed traffic from 10.0.1.3
2025-11-05T16:53:02.859201+00:00,auth-service,srv-app-2,10.0.2.17,login,401,133,User alice login failed
2025-10-30T14:24:02.859201+00:00,web-server,vpn-1,10.0.2.4,file_access,400,396,File /home/alice/docs/report.pdf accessed by peggy
2025-11-01T02:46:02.859201+00:00,firewall,srv-db-1,10.0.2.11,login,403,895,User eve login success
2025-11-05T02:17:02.859201+00:00,web-server,vpn-1,10.0.2.24,firewall_block,404,286,Firewall blocked traffic from 10.0.2.24
2025-11-05T17:33:02.859201+00:00,vpn-gateway,srv-app-2,10.0.1.18,ddos,400,2233,Potential DDoS detected from 10.0.1.18
2025-11-05T01:58:02.859201+00:00,auth-service,vpn-1,192.168.1.2,file_access,400,1137,File /home/alice/docs/report.pdf accessed by dan
2025-11-02T13:39:02.859201+00:00,vpn-gateway,fw-main,10.0.3.1,firewall_block,503,557,Firewall blocked traffic from 10.0.3.1
2025-11-02T03:23:02.859201+00:00,db-server,srv-app-1,10.0.2.1,file_access,201,244,File /etc/passwd accessed by trent
2025-11-04T11:51:02.859201+00:00,vpn-gateway,srv-db-1,10.0.1.13,firewall_allow,404,145,Firewall allowed traffic from 10.0.1.13
2025-10-30T01:39:02.859201+00:00,web-server,fw-main,10.0.1.21,recon,503,1061,Reconnaissance pattern detected for 10.0.1.21
2025-11-03T15:39:02.859201+00:00,auth-service,vpn-1,10.0.3.21,sql_query,200,1731,Query executed by bob on transactions
2025-11-04T19:56:02.859201+00:00,web-server,vpn-1,192.168.1.3,login,401,160,User carol login success
2025-11-05T06:34:02.859201+00:00,firewall,srv-app-1,192.168.3.20,firewall_block,404,737,Firewall blocked traffic from 192.168.3.20
2025-11-03T18:42:02.859201+00:00,web-server,srv-app-2,192.168.2.21,sql_query,500,409,Query executed by peggy on logs
2025-11-02T12:08:02.859201+00:00,db-server,srv-db-1,192.168.1.10,firewall_allow,500,662,Firewall allowed traffic from 192.168.1.10
2025-11-01T15:48:02.859201+00:00,web-server,fw-main,192.168.2.21,firewall_allow,403,310,Firewall allowed traffic from 192.168.2.21
2025-11-03T10:30:02.859201+00:00,auth-service,srv-db-1,192.168.3.9,login,200,301,User mallory login success
2025-10-30T04:00:02.859201+00:00,db-server,vpn-1,192.168.2.11,firewall_block,400,186,Firewall blocked traffic from 192.168.2.11
2025-10-31T16:42:02.859201+00:00,db-server,vpn-1,10.0.3.16,login,401,281,User dan login success
2025-10-30T19:09:02.859201+00:00,firewall,srv-app-2,192.168.2.5,firewall_block,201,464,Firewall blocked traffic from 192.168.2.5
2025-11-05T11:26:02.859201+00:00,auth-service,srv-db-1,10.0.4.18,file_access,500,210,File /var/log/auth.log accessed by alice
2025-11-03T06:31:02.859201+00:00,vpn-gateway,srv-app-1,10.0.4.10,login,400,223,User trent login success
2025-11-03T23:45:02.859201+00:00,vpn-gateway,vpn-1,10.0.1.24,firewall_block,401,290,Firewall blocked traffic from 10.0.1.24
2025-10-31T14:30:02.859201+00:00,auth-service,fw-main,192.168.3.3,login,200,431,User trent login success
2025-10-31T09:41:02.859201+00:00,firewall,vpn-1,10.0.3.3,firewall_block,503,313,Firewall blocked traffic from 10.0.3.3
2025-11-05T07:19:02.859201+00:00,vpn-gateway,srv-app-2,10.0.3.15,firewall_allow,201,264,Firewall allowed traffic from 10.0.3.15
2025-11-05T11:22:02.859201+00:00,firewall,fw-main,10.0.4.22,login,404,248,User eve login success
2025-10-31T20:18:02.859201+00:00,vpn-gateway,fw-main,192.168.3.16,privilege_escalation,400,179,Privilege escalation attempt by dan
2025-11-01T04:36:02.859201+00:00,web-server,srv-app-1,10.0.2.5,firewall_block,200,200,Firewall blocked traffic from 10.0.2.5
2025-10-31T14:24:02.859201+00:00,db-server,srv-app-1,10.0.4.16,sql_query,201,276,Query executed by mallory on transactions
2025-11-05T00:59:02.859201+00:00,vpn-gateway,vpn-1,10.0.3.19,login,503,738,User alice login success
2025-11-01T19:50:02.859201+00:00,db-server,srv-app-2,192.168.3.15,login,403,176,User mallory login success
2025-10-31T03:32:02.859201+00:00,firewall,srv-app-2,192.168.1.2,login,201,903,User bob login success
